FS;Year;Month;Vess;Unit;Source;;;;;;
Puglia adriatica_DTS;2013;10;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;11;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;12;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;2;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;3;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;4;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;5;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;6;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;7;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;8;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2013;9;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;1;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;10;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;11;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;12;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;2;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;3;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;4;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;5;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;6;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;7;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;8;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2014;9;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;1;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;10;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;11;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;12;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;2;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;3;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;4;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;5;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;6;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;7;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;8;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2015;9;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;1;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;10;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;11;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;12;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;2;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;3;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;4;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;5;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;6;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;7;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;8;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2016;9;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;1;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;10;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;11;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;12;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;2;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;3;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;4;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;5;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;6;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;7;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2017;9;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;1;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;10;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;11;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;12;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;2;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;3;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;4;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;5;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;6;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;7;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;8;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_DTS;2018;9;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2013;6;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2013;7;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2013;8;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2013;9;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2016;11;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2016;6;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;1;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;10;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;11;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;2;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;3;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;4;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;5;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;6;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;7;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;8;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2017;9;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2018;1;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2018;10;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2018;11;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2018;12;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2018;2;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2018;3;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2018;4;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2018;5;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2018;6;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2018;7;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2018;8;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia adriatica_PGP;2018;9;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2013;1;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2013;11;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2013;12;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2013;2;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2013;3;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2013;4;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2013;5;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2013;6;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2013;7;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2013;8;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2013;9;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2017;3;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2017;5;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2018;12;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2018;3;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_DTS;2018;4;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2005;1;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2005;10;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2005;11;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2005;12;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2005;2;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2005;3;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2005;4;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2005;5;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2005;6;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2005;7;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2005;8;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2005;9;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2006;1;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2006;10;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2006;11;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2006;12;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2006;2;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2006;3;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2006;4;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2006;6;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2006;7;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2006;8;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2006;9;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2007;1;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2007;10;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2007;11;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2007;12;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2007;4;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2007;6;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2007;7;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2007;8;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2007;9;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2008;1;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2008;10;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2008;11;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2008;12;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2008;3;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2008;4;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2008;6;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2008;7;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2008;8;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2008;9;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2009;1;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2009;10;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2009;4;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2009;6;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2009;7;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2009;8;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2009;9;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2010;10;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2010;11;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2010;12;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2010;3;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2010;4;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2010;5;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2010;6;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2010;8;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2010;9;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2011;1;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2011;10;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2011;11;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2011;12;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2011;2;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2011;3;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2011;4;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2011;5;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2011;6;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2011;7;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2011;8;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2011;9;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2012;1;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2012;10;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2012;11;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2012;12;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2012;2;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2012;3;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2012;4;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2012;5;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2012;6;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2012;7;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2012;8;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2012;9;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2013;1;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2013;10;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2013;11;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2013;12;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2013;2;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2013;3;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2013;4;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2013;5;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2013;6;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2013;8;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2013;9;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2014;1;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2014;10;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2014;11;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2014;12;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2014;2;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2014;3;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2014;5;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2014;6;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2014;7;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2014;8;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2014;9;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2015;1;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2015;10;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2015;11;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2015;12;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2015;2;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2015;3;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2015;4;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2015;5;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2015;8;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2015;9;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2016;1;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2016;10;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2016;11;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2016;12;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2016;2;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2016;3;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2016;4;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2016;5;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2016;9;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2017;1;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2017;10;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2017;11;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2017;12;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2017;2;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2017;3;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2017;4;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2017;5;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2017;6;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2017;7;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2017;8;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2017;9;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2018;1;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2018;10;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2018;11;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2018;12;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2018;2;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2018;3;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2018;4;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2018;5;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2018;7;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2018;8;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Puglia ionica_PGP;2018;9;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
